"which_localization"	"ensembl_gene_id_version"	"percentage_gene_gc_content"	"gene_biotype"	"tmhmm"
"36959"	"non-localized"	"ENSG00000243073.3"	NA	NA	NA
"36960"	"non-localized"	"ENSG00000243075.3"	NA	NA	NA
"36961"	"non-localized"	"ENSG00000243081.2"	NA	NA	NA
"36962"	"nucleus"	"ENSG00000243083.5"	NA	NA	NA
"36963"	"non-localized"	"ENSG00000243085.1"	NA	NA	NA
"36964"	"non-localized"	"ENSG00000243089.1"	NA	NA	NA
"36965"	"cytosol"	"ENSG00000243094.1"	NA	NA	NA
"36966"	"non-localized"	"ENSG00000243095.1"	NA	NA	NA
"36967"	"non-localized"	"ENSG00000243099.1"	NA	NA	NA
"36968"	"cytosol"	"ENSG00000243101.1"	NA	NA	NA
"36969"	"cytosol"	"ENSG00000243103.3"	NA	NA	NA
"36970"	"non-localized"	"ENSG00000243104.1"	NA	NA	NA
"36971"	"cytosol"	"ENSG00000243107.1"	NA	NA	NA
"36972"	"non-localized"	"ENSG00000243115.3"	NA	NA	NA
"36973"	"non-localized"	"ENSG00000243116.1"	NA	NA	NA
"36974"	"non-localized"	"ENSG00000243122.1"	NA	NA	NA
"36975"	"non-localized"	"ENSG00000243124.3"	NA	NA	NA
"36976"	"non-localized"	"ENSG00000243125.3"	NA	NA	NA
"36977"	"non-localized"	"ENSG00000243129.2"	NA	NA	NA
"36978"	"cytosol"	"ENSG00000243130.7"	NA	NA	NA
"36979"	"non-localized"	"ENSG00000243135.6"	43.21	"protein_coding"	"TMhelix"
"36980"	"non-localized"	"ENSG00000243136.3"	NA	NA	NA
"36981"	"non-localized"	"ENSG00000243137.7"	NA	NA	NA
"36982"	"non-localized"	"ENSG00000243141.2"	NA	NA	NA
"36983"	"non-localized"	"ENSG00000243144.6"	NA	NA	NA
"36984"	"nucleus"	"ENSG00000243147.7"	NA	NA	NA
"36985"	"non-localized"	"ENSG00000243149.1"	NA	NA	NA
"36986"	"non-localized"	"ENSG00000243150.5"	NA	NA	NA
"36987"	"non-localized"	"ENSG00000243154.1"	NA	NA	NA
"36988"	"nucleus"	"ENSG00000243155.1"	NA	NA	NA
"36989"	"cytosol"	"ENSG00000243156.7"	NA	NA	NA
"36990"	"non-localized"	"ENSG00000243160.1"	NA	NA	NA
"36991"	"non-localized"	"ENSG00000243164.1"	NA	NA	NA
"36992"	"non-localized"	"ENSG00000243165.1"	NA	NA	NA
"36993"	"non-localized"	"ENSG00000243167.1"	NA	NA	NA
"36994"	"non-localized"	"ENSG00000243171.1"	NA	NA	NA
"36995"	"non-localized"	"ENSG00000243173.3"	NA	NA	NA
"36996"	"cytosol"	"ENSG00000243175.1"	NA	NA	NA
"36997"	"cytosol"	"ENSG00000243176.5"	NA	NA	NA
"36998"	"cytosol"	"ENSG00000243179.1"	NA	NA	NA
"36999"	"nucleus"	"ENSG00000243181.2"	NA	NA	NA
"37000"	"non-localized"	"ENSG00000243187.1"	NA	NA	NA
"37001"	"non-localized"	"ENSG00000243188.1"	NA	NA	NA
"37002"	"nucleus"	"ENSG00000243193.4"	NA	NA	NA
"37003"	"non-localized"	"ENSG00000243195.1"	NA	NA	NA
"37004"	"non-localized"	"ENSG00000243197.7"	NA	NA	NA
"37005"	"nucleus"	"ENSG00000243199.1"	NA	NA	NA
"37006"	"nucleus"	"ENSG00000243207.6"	60.07	"protein_coding"	""
"37007"	"nucleus"	"ENSG00000243207.6"	60.07	"protein_coding"	"TMhelix"
"37008"	"non-localized"	"ENSG00000243220.1"	NA	NA	NA
"37009"	"nucleus"	"ENSG00000243224.1"	NA	NA	NA
"37010"	"cytosol"	"ENSG00000243225.2"	NA	NA	NA
"37011"	"non-localized"	"ENSG00000243227.3"	NA	NA	NA
"37012"	"non-localized"	"ENSG00000243230.1"	NA	NA	NA
"37013"	"non-localized"	"ENSG00000243232.4"	NA	NA	NA
"37014"	"non-localized"	"ENSG00000243234.1"	NA	NA	NA
"37015"	"non-localized"	"ENSG00000243236.6"	NA	NA	NA
"37016"	"non-localized"	"ENSG00000243238.1"	48.28	"IG_V_gene"	""
"37017"	"cytosol"	"ENSG00000243243.5"	NA	NA	NA
"37018"	"nucleus"	"ENSG00000243244.5"	NA	NA	NA
"37019"	"non-localized"	"ENSG00000243250.1"	NA	NA	NA
"37020"	"non-localized"	"ENSG00000243254.3"	NA	NA	NA
"37021"	"non-localized"	"ENSG00000243256.1"	NA	NA	NA
"37022"	"non-localized"	"ENSG00000243257.1"	NA	NA	NA
"37023"	"cytosol"	"ENSG00000243260.3"	NA	NA	NA
"37024"	"non-localized"	"ENSG00000243264.2"	45.7	"IG_V_gene"	""
"37025"	"non-localized"	"ENSG00000243265.1"	NA	NA	NA
"37026"	"cytosol"	"ENSG00000243267.3"	NA	NA	NA
"37027"	"non-localized"	"ENSG00000243273.1"	NA	NA	NA
"37028"	"non-localized"	"ENSG00000243274.3"	NA	NA	NA
"37029"	"cytosol"	"ENSG00000243276.5"	NA	NA	NA
"37030"	"cytosol"	"ENSG00000243279.3"	NA	NA	NA
"37031"	"cytosol"	"ENSG00000243280.2"	NA	NA	NA
"37032"	"nucleus"	"ENSG00000243284.1"	56.31	"protein_coding"	"TMhelix"
"37033"	"non-localized"	"ENSG00000243287.2"	NA	NA	NA
"37034"	"cytosol"	"ENSG00000243289.1"	NA	NA	NA
"37035"	"non-localized"	"ENSG00000243290.3"	50.38	"IG_V_gene"	""
"37036"	"non-localized"	"ENSG00000243295.1"	NA	NA	NA
"37037"	"non-localized"	"ENSG00000243296.1"	NA	NA	NA
"37038"	"cytosol"	"ENSG00000243297.2"	NA	NA	NA
"37039"	"cytosol"	"ENSG00000243302.3"	NA	NA	NA
"37040"	"non-localized"	"ENSG00000243303.1"	NA	NA	NA
"37041"	"cytosol"	"ENSG00000243304.3"	NA	NA	NA
"37042"	"non-localized"	"ENSG00000243305.1"	NA	NA	NA
"37043"	"non-localized"	"ENSG00000243307.2"	NA	NA	NA
"37044"	"non-localized"	"ENSG00000243312.3"	NA	NA	NA
"37045"	"non-localized"	"ENSG00000243313.2"	NA	NA	NA
"37046"	"cytosol"	"ENSG00000243314.1"	NA	NA	NA
"37047"	"non-localized"	"ENSG00000243316.7"	NA	NA	NA
"37048"	"nucleus"	"ENSG00000243317.7"	NA	NA	NA
"37049"	"non-localized"	"ENSG00000243319.7"	NA	NA	NA
"37050"	"non-localized"	"ENSG00000243321.3"	NA	NA	NA
"37051"	"cytosol"	"ENSG00000243323.7"	NA	NA	NA
"37052"	"non-localized"	"ENSG00000243328.1"	NA	NA	NA
"37053"	"non-localized"	"ENSG00000243333.3"	NA	NA	NA
"37054"	"nucleus"	"ENSG00000243335.9"	47.34	"protein_coding"	""
"37055"	"non-localized"	"ENSG00000243338.3"	NA	NA	NA
"37056"	"non-localized"	"ENSG00000243339.3"	NA	NA	NA
"37057"	"non-localized"	"ENSG00000243345.1"	NA	NA	NA
"37058"	"non-localized"	"ENSG00000243346.3"	NA	NA	NA
"37059"	"non-localized"	"ENSG00000243347.1"	NA	NA	NA
"37060"	"non-localized"	"ENSG00000243349.2"	NA	NA	NA
"37061"	"non-localized"	"ENSG00000243352.3"	NA	NA	NA
"37062"	"non-localized"	"ENSG00000243353.1"	NA	NA	NA
"37063"	"non-localized"	"ENSG00000243355.1"	NA	NA	NA
"37064"	"non-localized"	"ENSG00000243359.3"	NA	NA	NA
"37065"	"nucleus"	"ENSG00000243364.7"	NA	NA	NA
"37066"	"non-localized"	"ENSG00000243365.3"	NA	NA	NA
"37067"	"non-localized"	"ENSG00000243366.3"	NA	NA	NA
"37068"	"non-localized"	"ENSG00000243368.2"	NA	NA	NA
"37069"	"cytosol"	"ENSG00000243370.3"	NA	NA	NA
"37070"	"cytosol"	"ENSG00000243373.3"	NA	NA	NA
"37071"	"non-localized"	"ENSG00000243374.3"	NA	NA	NA
"37072"	"non-localized"	"ENSG00000243378.1"	NA	NA	NA
"37073"	"non-localized"	"ENSG00000243383.3"	NA	NA	NA
"37074"	"non-localized"	"ENSG00000243384.1"	NA	NA	NA
"37075"	"cytosol"	"ENSG00000243385.2"	NA	NA	NA
"37076"	"cytosol"	"ENSG00000243388.1"	NA	NA	NA
"37077"	"cytosol"	"ENSG00000243389.1"	NA	NA	NA
"37078"	"cytosol"	"ENSG00000243396.1"	NA	NA	NA
"37079"	"cytosol"	"ENSG00000243398.3"	NA	NA	NA
"37080"	"non-localized"	"ENSG00000243402.1"	NA	NA	NA
"37081"	"nucleus"	"ENSG00000243403.1"	NA	NA	NA
"37082"	"non-localized"	"ENSG00000243404.2"	NA	NA	NA
"37083"	"cytosol"	"ENSG00000243406.6"	NA	NA	NA
"37084"	"cytosol"	"ENSG00000243410.1"	NA	NA	NA
"37085"	"cytosol"	"ENSG00000243414.5"	NA	NA	NA
"37086"	"non-localized"	"ENSG00000243415.2"	NA	NA	NA
"37087"	"non-localized"	"ENSG00000243417.1"	NA	NA	NA
"37088"	"non-localized"	"ENSG00000243420.3"	NA	NA	NA
"37089"	"cytosol"	"ENSG00000243422.2"	NA	NA	NA
"37090"	"non-localized"	"ENSG00000243423.1"	NA	NA	NA
"37091"	"non-localized"	"ENSG00000243424.2"	NA	NA	NA
"37092"	"non-localized"	"ENSG00000243426.3"	NA	NA	NA
"37093"	"non-localized"	"ENSG00000243429.1"	NA	NA	NA
"37094"	"nucleus"	"ENSG00000243431.1"	NA	NA	NA
"37095"	"non-localized"	"ENSG00000243433.1"	NA	NA	NA
"37096"	"non-localized"	"ENSG00000243437.3"	NA	NA	NA
"37097"	"non-localized"	"ENSG00000243438.1"	NA	NA	NA
"37098"	"non-localized"	"ENSG00000243439.3"	NA	NA	NA
"37099"	"cytosol"	"ENSG00000243440.6"	NA	NA	NA
"37100"	"non-localized"	"ENSG00000243444.7"	NA	NA	NA
"37101"	"cytosol"	"ENSG00000243445.1"	NA	NA	NA
"37102"	"cytosol"	"ENSG00000243446.3"	NA	NA	NA
"37103"	"nucleus"	"ENSG00000243449.6"	69.21	"protein_coding"	""
"37104"	"non-localized"	"ENSG00000243455.3"	NA	NA	NA
"37105"	"non-localized"	"ENSG00000243466.1"	50.99	"IG_V_gene"	""
"37106"	"cytosol"	"ENSG00000243468.5"	NA	NA	NA
"37107"	"non-localized"	"ENSG00000243469.1"	NA	NA	NA
"37108"	"cytosol"	"ENSG00000243477.5"	61.23	"protein_coding"	""
"37109"	"cytosol"	"ENSG00000243478.9"	NA	NA	NA
"37110"	"nucleus"	"ENSG00000243479.3"	NA	NA	NA
"37111"	"non-localized"	"ENSG00000243480.7"	33.89	"protein_coding"	""
"37112"	"non-localized"	"ENSG00000243483.1"	NA	NA	NA
"37113"	"nucleus"	"ENSG00000243485.5"	NA	NA	NA
"37114"	"non-localized"	"ENSG00000243486.1"	NA	NA	NA
"37115"	"non-localized"	"ENSG00000243488.3"	NA	NA	NA
"37116"	"non-localized"	"ENSG00000243489.4"	62.41	"protein_coding"	""
"37117"	"non-localized"	"ENSG00000243491.1"	NA	NA	NA
"37118"	"non-localized"	"ENSG00000243494.1"	NA	NA	NA
"37119"	"non-localized"	"ENSG00000243495.1"	NA	NA	NA
"37120"	"non-localized"	"ENSG00000243498.2"	NA	NA	NA
"37121"	"non-localized"	"ENSG00000243499.1"	NA	NA	NA
"37122"	"cytosol"	"ENSG00000243501.5"	41.99	"protein_coding"	""
"37123"	"non-localized"	"ENSG00000243503.2"	NA	NA	NA
"37124"	"non-localized"	"ENSG00000243504.1"	NA	NA	NA
"37125"	"non-localized"	"ENSG00000243505.3"	NA	NA	NA
"37126"	"non-localized"	"ENSG00000243507.1"	NA	NA	NA
"37127"	"cytosol"	"ENSG00000243508.1"	NA	NA	NA
"37128"	"nucleus"	"ENSG00000243509.4"	NA	NA	NA
"37129"	"non-localized"	"ENSG00000243510.3"	NA	NA	NA
"37130"	"non-localized"	"ENSG00000243514.2"	NA	NA	NA
"37131"	"non-localized"	"ENSG00000243516.1"	NA	NA	NA
"37132"	"nucleus"	"ENSG00000243517.1"	NA	NA	NA
"37133"	"non-localized"	"ENSG00000243518.1"	NA	NA	NA
"37134"	"non-localized"	"ENSG00000243519.1"	NA	NA	NA
"37135"	"non-localized"	"ENSG00000243521.2"	NA	NA	NA
"37136"	"non-localized"	"ENSG00000243531.1"	NA	NA	NA
"37137"	"cytosol"	"ENSG00000243532.3"	NA	NA	NA
"37138"	"non-localized"	"ENSG00000243537.1"	NA	NA	NA
"37139"	"non-localized"	"ENSG00000243538.1"	NA	NA	NA
"37140"	"non-localized"	"ENSG00000243539.3"	NA	NA	NA
"37141"	"non-localized"	"ENSG00000243541.3"	NA	NA	NA
"37142"	"non-localized"	"ENSG00000243543.8"	44.68	"protein_coding"	""
"37143"	"cytosol"	"ENSG00000243544.3"	NA	NA	NA
"37144"	"non-localized"	"ENSG00000243546.3"	NA	NA	NA
"37145"	"nucleus"	"ENSG00000243547.1"	NA	NA	NA
"37146"	"non-localized"	"ENSG00000243548.3"	NA	NA	NA
"37147"	"non-localized"	"ENSG00000243549.3"	NA	NA	NA
"37148"	"non-localized"	"ENSG00000243550.2"	NA	NA	NA
"37149"	"non-localized"	"ENSG00000243554.1"	NA	NA	NA
"37150"	"cytosol"	"ENSG00000243560.3"	NA	NA	NA
"37151"	"cytosol"	"ENSG00000243562.3"	NA	NA	NA
"37152"	"nucleus"	"ENSG00000243566.6"	63.57	"protein_coding"	"TMhelix"
"37153"	"nucleus"	"ENSG00000243566.6"	63.57	"protein_coding"	""
"37154"	"cytosol"	"ENSG00000243568.2"	NA	NA	NA
"37155"	"non-localized"	"ENSG00000243572.1"	NA	NA	NA
"37156"	"non-localized"	"ENSG00000243574.1"	NA	NA	NA
"37157"	"non-localized"	"ENSG00000243581.1"	NA	NA	NA
"37158"	"non-localized"	"ENSG00000243584.1"	NA	NA	NA
"37159"	"non-localized"	"ENSG00000243591.3"	NA	NA	NA
"37160"	"cytosol"	"ENSG00000243592.1"	NA	NA	NA
"37161"	"non-localized"	"ENSG00000243593.1"	NA	NA	NA
"37162"	"non-localized"	"ENSG00000243596.1"	NA	NA	NA
"37163"	"non-localized"	"ENSG00000243601.1"	NA	NA	NA
"37164"	"non-localized"	"ENSG00000243607.3"	NA	NA	NA
"37165"	"cytosol"	"ENSG00000243609.1"	NA	NA	NA
"37166"	"non-localized"	"ENSG00000243613.1"	NA	NA	NA
"37167"	"non-localized"	"ENSG00000243620.1"	NA	NA	NA
"37168"	"non-localized"	"ENSG00000243621.1"	NA	NA	NA
"37169"	"non-localized"	"ENSG00000243627.4"	NA	NA	NA
"37170"	"cytosol"	"ENSG00000243629.1"	NA	NA	NA
"37171"	"non-localized"	"ENSG00000243633.3"	NA	NA	NA
"37172"	"non-localized"	"ENSG00000243635.1"	NA	NA	NA
"37173"	"non-localized"	"ENSG00000243636.1"	NA	NA	NA
"37174"	"non-localized"	"ENSG00000243641.3"	52.87	"polymorphic_pseudogene"	""
"37175"	"non-localized"	"ENSG00000243642.3"	NA	NA	NA
"37176"	"non-localized"	"ENSG00000243643.1"	NA	NA	NA
"37177"	"nucleus"	"ENSG00000243646.9"	NA	NA	NA
"37178"	"nucleus"	"ENSG00000243648.1"	NA	NA	NA
"37179"	"cytosol"	"ENSG00000243649.8"	NA	NA	NA
"37180"	"nucleus"	"ENSG00000243650.3"	NA	NA	NA
"37181"	"non-localized"	"ENSG00000243655.2"	NA	NA	NA
"37182"	"non-localized"	"ENSG00000243658.1"	NA	NA	NA
"37183"	"non-localized"	"ENSG00000243659.1"	NA	NA	NA
"37184"	"nucleus"	"ENSG00000243660.9"	NA	NA	NA
"37185"	"cytosol"	"ENSG00000243661.1"	NA	NA	NA
"37186"	"nucleus"	"ENSG00000243663.1"	NA	NA	NA
"37187"	"non-localized"	"ENSG00000243664.1"	NA	NA	NA
"37188"	"nucleus"	"ENSG00000243667.6"	NA	NA	NA
"37189"	"non-localized"	"ENSG00000243669.2"	NA	NA	NA
"37190"	"non-localized"	"ENSG00000243671.3"	NA	NA	NA
"37191"	"non-localized"	"ENSG00000243672.1"	NA	NA	NA
"37192"	"non-localized"	"ENSG00000243674.1"	NA	NA	NA
"37193"	"cytosol"	"ENSG00000243675.1"	NA	NA	NA
"37194"	"nucleus"	"ENSG00000243678.11"	52.1	"protein_coding"	""
"37195"	"cytosol"	"ENSG00000243679.1"	NA	NA	NA
"37196"	"cytosol"	"ENSG00000243680.1"	NA	NA	NA
"37197"	"cytosol"	"ENSG00000243686.2"	NA	NA	NA
"37198"	"non-localized"	"ENSG00000243687.1"	NA	NA	NA
"37199"	"non-localized"	"ENSG00000243694.2"	NA	NA	NA
"37200"	"non-localized"	"ENSG00000243695.1"	NA	NA	NA
"37201"	"cytosol"	"ENSG00000243696.4"	NA	NA	NA
"37202"	"non-localized"	"ENSG00000243697.1"	NA	NA	NA
"37203"	"non-localized"	"ENSG00000243700.3"	NA	NA	NA
"37204"	"nucleus"	"ENSG00000243701.5"	NA	NA	NA
"37205"	"cytosol"	"ENSG00000243702.3"	NA	NA	NA
"37206"	"non-localized"	"ENSG00000243704.3"	NA	NA	NA
"37207"	"non-localized"	"ENSG00000243705.1"	NA	NA	NA
"37208"	"cytosol"	"ENSG00000243708.10"	60.49	"protein_coding"	""
"37209"	"nucleus"	"ENSG00000243709.1"	50.49	"protein_coding"	""
"37210"	"nucleus"	"ENSG00000243710.7"	44.04	"protein_coding"	""
"37211"	"non-localized"	"ENSG00000243711.1"	NA	NA	NA
"37212"	"non-localized"	"ENSG00000243715.1"	NA	NA	NA
"37213"	"cytosol"	"ENSG00000243716.10"	43.89	"protein_coding"	""
"37214"	"cytosol"	"ENSG00000243716.10"	43.89	"protein_coding"	"TMhelix"
"37215"	"non-localized"	"ENSG00000243720.1"	NA	NA	NA
"37216"	"cytosol"	"ENSG00000243721.1"	NA	NA	NA
"37217"	"non-localized"	"ENSG00000243723.3"	NA	NA	NA
"37218"	"nucleus"	"ENSG00000243725.6"	NA	NA	NA
"37219"	"non-localized"	"ENSG00000243729.4"	36.62	"protein_coding"	"TMhelix"
"37220"	"non-localized"	"ENSG00000243730.2"	NA	NA	NA
"37221"	"non-localized"	"ENSG00000243733.1"	NA	NA	NA
"37222"	"nucleus"	"ENSG00000243738.3"	NA	NA	NA
"37223"	"nucleus"	"ENSG00000243742.5"	NA	NA	NA
"37224"	"non-localized"	"ENSG00000243744.2"	NA	NA	NA
"37225"	"cytosol"	"ENSG00000243746.1"	NA	NA	NA
"37226"	"nucleus"	"ENSG00000243749.1"	51.77	"protein_coding"	"TMhelix"
"37227"	"nucleus"	"ENSG00000243753.5"	NA	NA	NA
"37228"	"non-localized"	"ENSG00000243758.1"	NA	NA	NA
"37229"	"nucleus"	"ENSG00000243759.1"	NA	NA	NA
"37230"	"non-localized"	"ENSG00000243761.1"	NA	NA	NA
"37231"	"cytosol"	"ENSG00000243762.1"	NA	NA	NA
"37232"	"non-localized"	"ENSG00000243766.7"	NA	NA	NA
"37233"	"cytosol"	"ENSG00000243770.3"	NA	NA	NA
"37234"	"non-localized"	"ENSG00000243771.1"	NA	NA	NA
"37235"	"non-localized"	"ENSG00000243772.7"	NA	NA	NA
"37236"	"non-localized"	"ENSG00000243775.2"	NA	NA	NA
"37237"	"non-localized"	"ENSG00000243777.1"	NA	NA	NA
"37238"	"non-localized"	"ENSG00000243779.1"	NA	NA	NA
"37239"	"non-localized"	"ENSG00000243780.1"	NA	NA	NA
"37240"	"non-localized"	"ENSG00000243781.1"	NA	NA	NA
"37241"	"non-localized"	"ENSG00000243782.3"	NA	NA	NA
"37242"	"nucleus"	"ENSG00000243789.10"	NA	NA	NA
"37243"	"non-localized"	"ENSG00000243792.1"	NA	NA	NA
"37244"	"non-localized"	"ENSG00000243794.1"	NA	NA	NA
"37245"	"non-localized"	"ENSG00000243795.1"	NA	NA	NA
"37246"	"cytosol"	"ENSG00000243797.6"	NA	NA	NA
"37247"	"non-localized"	"ENSG00000243799.1"	NA	NA	NA
"37248"	"non-localized"	"ENSG00000243801.3"	NA	NA	NA
"37249"	"nucleus"	"ENSG00000243802.2"	NA	NA	NA
"37250"	"non-localized"	"ENSG00000243806.1"	NA	NA	NA
"37251"	"non-localized"	"ENSG00000243810.1"	NA	NA	NA
"37252"	"nucleus"	"ENSG00000243811.8"	NA	NA	NA
"37253"	"non-localized"	"ENSG00000243813.1"	NA	NA	NA
"37254"	"non-localized"	"ENSG00000243817.3"	NA	NA	NA
"37255"	"non-localized"	"ENSG00000243818.4"	NA	NA	NA
"37256"	"nucleus"	"ENSG00000243819.4"	NA	NA	NA
"37257"	"non-localized"	"ENSG00000243822.1"	NA	NA	NA
"37258"	"nucleus"	"ENSG00000243824.1"	NA	NA	NA
"37259"	"non-localized"	"ENSG00000243828.2"	NA	NA	NA
"37260"	"nucleus"	"ENSG00000243829.1"	NA	NA	NA
"37261"	"non-localized"	"ENSG00000243830.2"	NA	NA	NA
"37262"	"non-localized"	"ENSG00000243831.1"	NA	NA	NA
"37263"	"non-localized"	"ENSG00000243832.1"	NA	NA	NA
"37264"	"non-localized"	"ENSG00000243836.5"	NA	NA	NA
"37265"	"non-localized"	"ENSG00000243838.1"	NA	NA	NA
"37266"	"nucleus"	"ENSG00000243844.1"	NA	NA	NA
"37267"	"cytosol"	"ENSG00000243845.3"	NA	NA	NA
"37268"	"non-localized"	"ENSG00000243847.3"	NA	NA	NA
"37269"	"non-localized"	"ENSG00000243849.1"	NA	NA	NA
"37270"	"non-localized"	"ENSG00000243853.1"	NA	NA	NA
"37271"	"nucleus"	"ENSG00000243854.3"	NA	NA	NA
"37272"	"non-localized"	"ENSG00000243855.1"	NA	NA	NA
"37273"	"non-localized"	"ENSG00000243856.3"	NA	NA	NA
"37274"	"non-localized"	"ENSG00000243859.3"	NA	NA	NA
"37275"	"non-localized"	"ENSG00000243861.1"	NA	NA	NA
"37276"	"non-localized"	"ENSG00000243864.1"	NA	NA	NA
"37277"	"non-localized"	"ENSG00000243870.3"	NA	NA	NA
"37278"	"non-localized"	"ENSG00000243871.3"	NA	NA	NA
"37279"	"non-localized"	"ENSG00000243872.3"	NA	NA	NA
"37280"	"non-localized"	"ENSG00000243873.1"	NA	NA	NA
"37281"	"non-localized"	"ENSG00000243877.1"	NA	NA	NA
"37282"	"non-localized"	"ENSG00000243883.3"	NA	NA	NA
"37283"	"non-localized"	"ENSG00000243885.1"	NA	NA	NA
"37284"	"non-localized"	"ENSG00000243886.1"	NA	NA	NA
"37285"	"non-localized"	"ENSG00000243888.1"	NA	NA	NA
"37286"	"non-localized"	"ENSG00000243889.1"	NA	NA	NA
"37287"	"non-localized"	"ENSG00000243894.1"	NA	NA	NA
"37288"	"nucleus"	"ENSG00000243896.4"	38.99	"protein_coding"	"TMhelix"
"37289"	"non-localized"	"ENSG00000243900.3"	NA	NA	NA
"37290"	"non-localized"	"ENSG00000243902.6"	NA	NA	NA
"37291"	"non-localized"	"ENSG00000243903.1"	NA	NA	NA
"37292"	"non-localized"	"ENSG00000243904.1"	NA	NA	NA
"37293"	"non-localized"	"ENSG00000243905.3"	NA	NA	NA
"37294"	"non-localized"	"ENSG00000243910.7"	NA	NA	NA
"37295"	"cytosol"	"ENSG00000243911.3"	NA	NA	NA
"37296"	"non-localized"	"ENSG00000243914.1"	NA	NA	NA
"37297"	"non-localized"	"ENSG00000243915.1"	NA	NA	NA
"37298"	"non-localized"	"ENSG00000243916.1"	NA	NA	NA
"37299"	"non-localized"	"ENSG00000243918.1"	NA	NA	NA
"37300"	"non-localized"	"ENSG00000243920.2"	NA	NA	NA
"37301"	"non-localized"	"ENSG00000243925.1"	NA	NA	NA
"37302"	"nucleus"	"ENSG00000243926.1"	NA	NA	NA
"37303"	"nucleus"	"ENSG00000243927.5"	NA	NA	NA
"37304"	"non-localized"	"ENSG00000243929.1"	NA	NA	NA
"37305"	"cytosol"	"ENSG00000243930.1"	NA	NA	NA
"37306"	"non-localized"	"ENSG00000243939.1"	NA	NA	NA
"37307"	"cytosol"	"ENSG00000243943.9"	NA	NA	NA
"37308"	"non-localized"	"ENSG00000243944.5"	NA	NA	NA
"37309"	"non-localized"	"ENSG00000243945.1"	NA	NA	NA
"37310"	"non-localized"	"ENSG00000243951.1"	NA	NA	NA
"37311"	"non-localized"	"ENSG00000243953.1"	NA	NA	NA
"37312"	"non-localized"	"ENSG00000243954.3"	NA	NA	NA
"37313"	"non-localized"	"ENSG00000243955.5"	NA	NA	NA
"37314"	"non-localized"	"ENSG00000243957.3"	NA	NA	NA
"37315"	"non-localized"	"ENSG00000243959.3"	NA	NA	NA
"37316"	"cytosol"	"ENSG00000243960.1"	NA	NA	NA
"37317"	"non-localized"	"ENSG00000243961.2"	NA	NA	NA
"37318"	"nucleus"	"ENSG00000243964.1"	NA	NA	NA
"37319"	"cytosol"	"ENSG00000243967.4"	NA	NA	NA
"37320"	"non-localized"	"ENSG00000243968.2"	NA	NA	NA
"37321"	"non-localized"	"ENSG00000243969.1"	NA	NA	NA
"37322"	"cytosol"	"ENSG00000243970.1"	NA	NA	NA
"37323"	"nucleus"	"ENSG00000243974.1"	NA	NA	NA
"37324"	"non-localized"	"ENSG00000243976.2"	NA	NA	NA
"37325"	"cytosol"	"ENSG00000243977.1"	NA	NA	NA
"37326"	"nucleus"	"ENSG00000243978.8"	42.87	"protein_coding"	""
"37327"	"cytosol"	"ENSG00000243979.2"	NA	NA	NA
"37328"	"non-localized"	"ENSG00000243980.3"	NA	NA	NA
"37329"	"non-localized"	"ENSG00000243981.4"	NA	NA	NA
"37330"	"cytosol"	"ENSG00000243986.2"	NA	NA	NA
"37331"	"non-localized"	"ENSG00000243988.1"	NA	NA	NA
"37332"	"nucleus"	"ENSG00000243989.8"	NA	NA	NA
"37333"	"non-localized"	"ENSG00000243991.3"	NA	NA	NA
"37334"	"nucleus"	"ENSG00000243995.3"	NA	NA	NA
"37335"	"non-localized"	"ENSG00000244000.1"	NA	NA	NA
"37336"	"cytosol"	"ENSG00000244002.1"	NA	NA	NA
"37337"	"non-localized"	"ENSG00000244003.3"	NA	NA	NA
"37338"	"non-localized"	"ENSG00000244004.1"	NA	NA	NA
"37339"	"nucleus"	"ENSG00000244005.12"	NA	NA	NA
"37340"	"non-localized"	"ENSG00000244006.3"	NA	NA	NA
"37341"	"nucleus"	"ENSG00000244009.1"	NA	NA	NA
"37342"	"non-localized"	"ENSG00000244018.1"	NA	NA	NA
"37343"	"non-localized"	"ENSG00000244019.1"	NA	NA	NA
"37344"	"non-localized"	"ENSG00000244020.2"	NA	NA	NA
"37345"	"cytosol"	"ENSG00000244021.4"	NA	NA	NA
"37346"	"non-localized"	"ENSG00000244024.1"	NA	NA	NA
"37347"	"non-localized"	"ENSG00000244025.4"	NA	NA	NA
"37348"	"nucleus"	"ENSG00000244026.6"	NA	NA	NA
"37349"	"non-localized"	"ENSG00000244031.3"	NA	NA	NA
"37350"	"non-localized"	"ENSG00000244033.3"	NA	NA	NA
"37351"	"non-localized"	"ENSG00000244034.3"	NA	NA	NA
"37352"	"non-localized"	"ENSG00000244036.3"	NA	NA	NA
"37353"	"nucleus"	"ENSG00000244038.9"	NA	NA	NA
"37354"	"cytosol"	"ENSG00000244039.1"	NA	NA	NA
"37355"	"non-localized"	"ENSG00000244040.5"	NA	NA	NA
"37356"	"nucleus"	"ENSG00000244041.7"	NA	NA	NA
"37357"	"non-localized"	"ENSG00000244043.1"	NA	NA	NA
"37358"	"cytosol"	"ENSG00000244044.3"	NA	NA	NA
"37359"	"nucleus"	"ENSG00000244045.12"	NA	NA	NA
"37360"	"non-localized"	"ENSG00000244048.1"	NA	NA	NA
"37361"	"non-localized"	"ENSG00000244050.2"	NA	NA	NA
"37362"	"nucleus"	"ENSG00000244052.1"	NA	NA	NA
